dataPK,dataNro,dataNro,dataCompleta,diaDaSemana,mesEscrito,ano,anoMes,mesAnoEscrito,nroDiaNaSemana,diaDoMes,diaDoAno,mesDoAno,semanaDoAno
688,20111119,688,November 19 2011,Saturday,November,2011,201111,Nov2011,7,19,323,11,47
689,20111120,689,November 20 2011,Sunday,November,2011,201111,Nov2011,1,20,324,11,48
690,20111121,690,November 21 2011,Monday,November,2011,201111,Nov2011,2,21,325,11,48
691,20111122,691,November 22 2011,Tuesday,November,2011,201111,Nov2011,3,22,326,11,48
692,20111123,692,November 23 2011,Wednesday,November,2011,201111,Nov2011,4,23,327,11,48
693,20111124,693,November 24 2011,Thursday,November,2011,201111,Nov2011,5,24,328,11,48
694,20111125,694,November 25 2011,Friday,November,2011,201111,Nov2011,6,25,329,11,48
695,20111126,695,November 26 2011,Saturday,November,2011,201111,Nov2011,7,26,330,11,48
696,20111127,696,November 27 2011,Sunday,November,2011,201111,Nov2011,1,27,331,11,49
697,20111128,697,November 28 2011,Monday,November,2011,201111,Nov2011,2,28,332,11,49
698,20111129,698,November 29 2011,Tuesday,November,2011,201111,Nov2011,3,29,333,11,49
699,20111130,699,November 30 2011,Wednesday,November,2011,201111,Nov2011,4,30,334,11,49
700,20111201,700,December 01 2011,Thursday,December,2011,201112,Dec2011,5,1,335,12,49
701,20111202,701,December 02 2011,Friday,December,2011,201112,Dec2011,6,2,336,12,49
702,20111203,702,December 03 2011,Saturday,December,2011,201112,Dec2011,7,3,337,12,49
703,20111204,703,December 04 2011,Sunday,December,2011,201112,Dec2011,1,4,338,12,50
704,20111205,704,December 05 2011,Monday,December,2011,201112,Dec2011,2,5,339,12,50
705,20111206,705,December 06 2011,Tuesday,December,2011,201112,Dec2011,3,6,340,12,50
706,20111207,706,December 07 2011,Wednesday,December,2011,201112,Dec2011,4,7,341,12,50
707,20111208,707,December 08 2011,Thursday,December,2011,201112,Dec2011,5,8,342,12,50
708,20111209,708,December 09 2011,Friday,December,2011,201112,Dec2011,6,9,343,12,50
709,20111210,709,December 10 2011,Saturday,December,2011,201112,Dec2011,7,10,344,12,50
710,20111211,710,December 11 2011,Sunday,December,2011,201112,Dec2011,1,11,345,12,51
711,20111212,711,December 12 2011,Monday,December,2011,201112,Dec2011,2,12,346,12,51
712,20111213,712,December 13 2011,Tuesday,December,2011,201112,Dec2011,3,13,347,12,51
713,20111214,713,December 14 2011,Wednesday,December,2011,201112,Dec2011,4,14,348,12,51
714,20111215,714,December 15 2011,Thursday,December,2011,201112,Dec2011,5,15,349,12,51
715,20111216,715,December 16 2011,Friday,December,2011,201112,Dec2011,6,16,350,12,51
716,20111217,716,December 17 2011,Saturday,December,2011,201112,Dec2011,7,17,351,12,51
717,20111218,717,December 18 2011,Sunday,December,2011,201112,Dec2011,1,18,352,12,52
718,20111219,718,December 19 2011,Monday,December,2011,201112,Dec2011,2,19,353,12,52
719,20111220,719,December 20 2011,Tuesday,December,2011,201112,Dec2011,3,20,354,12,52
720,20111221,720,December 21 2011,Wednesday,December,2011,201112,Dec2011,4,21,355,12,52
721,20111222,721,December 22 2011,Thursday,December,2011,201112,Dec2011,5,22,356,12,52
722,20111223,722,December 23 2011,Friday,December,2011,201112,Dec2011,6,23,357,12,52
723,20111224,723,December 24 2011,Saturday,December,2011,201112,Dec2011,7,24,358,12,52
724,20111225,724,December 25 2011,Sunday,December,2011,201112,Dec2011,1,25,359,12,53
725,20111226,725,December 26 2011,Monday,December,2011,201112,Dec2011,2,26,360,12,53
726,20111227,726,December 27 2011,Tuesday,December,2011,201112,Dec2011,3,27,361,12,53
727,20111228,727,December 28 2011,Wednesday,December,2011,201112,Dec2011,4,28,362,12,53
728,20111229,728,December 29 2011,Thursday,December,2011,201112,Dec2011,5,29,363,12,53
729,20111230,729,December 30 2011,Friday,December,2011,201112,Dec2011,6,30,364,12,53
730,20111231,730,December 31 2011,Saturday,December,2011,201112,Dec2011,7,31,365,12,53
731,20120101,731,January 01 2012,Sunday,January,2012,201201,Jan2012,1,1,1,1,1
732,20120102,732,January 02 2012,Monday,January,2012,201201,Jan2012,2,2,2,1,1
733,20120103,733,January 03 2012,Tuesday,January,2012,201201,Jan2012,3,3,3,1,1
734,20120104,734,January 04 2012,Wednesday,January,2012,201201,Jan2012,4,4,4,1,1
735,20120105,735,January 05 2012,Thursday,January,2012,201201,Jan2012,5,5,5,1,1
736,20120106,736,January 06 2012,Friday,January,2012,201201,Jan2012,6,6,6,1,1
737,20120107,737,January 07 2012,Saturday,January,2012,201201,Jan2012,7,7,7,1,1
738,20120108,738,January 08 2012,Sunday,January,2012,201201,Jan2012,1,8,8,1,2
739,20120109,739,January 09 2012,Monday,January,2012,201201,Jan2012,2,9,9,1,2
740,20120110,740,January 10 2012,Tuesday,January,2012,201201,Jan2012,3,10,10,1,2
741,20120111,741,January 11 2012,Wednesday,January,2012,201201,Jan2012,4,11,11,1,2
742,20120112,742,January 12 2012,Thursday,January,2012,201201,Jan2012,5,12,12,1,2
743,20120113,743,January 13 2012,Friday,January,2012,201201,Jan2012,6,13,13,1,2
744,20120114,744,January 14 2012,Saturday,January,2012,201201,Jan2012,7,14,14,1,2
745,20120115,745,January 15 2012,Sunday,January,2012,201201,Jan2012,1,15,15,1,3
746,20120116,746,January 16 2012,Monday,January,2012,201201,Jan2012,2,16,16,1,3
747,20120117,747,January 17 2012,Tuesday,January,2012,201201,Jan2012,3,17,17,1,3
748,20120118,748,January 18 2012,Wednesday,January,2012,201201,Jan2012,4,18,18,1,3
749,20120119,749,January 19 2012,Thursday,January,2012,201201,Jan2012,5,19,19,1,3
750,20120120,750,January 20 2012,Friday,January,2012,201201,Jan2012,6,20,20,1,3
751,20120121,751,January 21 2012,Saturday,January,2012,201201,Jan2012,7,21,21,1,3
752,20120122,752,January 22 2012,Sunday,January,2012,201201,Jan2012,1,22,22,1,4
753,20120123,753,January 23 2012,Monday,January,2012,201201,Jan2012,2,23,23,1,4
754,20120124,754,January 24 2012,Tuesday,January,2012,201201,Jan2012,3,24,24,1,4
755,20120125,755,January 25 2012,Wednesday,January,2012,201201,Jan2012,4,25,25,1,4
756,20120126,756,January 26 2012,Thursday,January,2012,201201,Jan2012,5,26,26,1,4
757,20120127,757,January 27 2012,Friday,January,2012,201201,Jan2012,6,27,27,1,4
758,20120128,758,January 28 2012,Saturday,January,2012,201201,Jan2012,7,28,28,1,4
759,20120129,759,January 29 2012,Sunday,January,2012,201201,Jan2012,1,29,29,1,5
760,20120130,760,January 30 2012,Monday,January,2012,201201,Jan2012,2,30,30,1,5
761,20120131,761,January 31 2012,Tuesday,January,2012,201201,Jan2012,3,31,31,1,5
762,20120201,762,February 01 2012,Wednesday,February,2012,201202,Feb2012,4,1,32,2,5
763,20120202,763,February 02 2012,Thursday,February,2012,201202,Feb2012,5,2,33,2,5
764,20120203,764,February 03 2012,Friday,February,2012,201202,Feb2012,6,3,34,2,5
765,20120204,765,February 04 2012,Saturday,February,2012,201202,Feb2012,7,4,35,2,5
766,20120205,766,February 05 2012,Sunday,February,2012,201202,Feb2012,1,5,36,2,6
767,20120206,767,February 06 2012,Monday,February,2012,201202,Feb2012,2,6,37,2,6
768,20120207,768,February 07 2012,Tuesday,February,2012,201202,Feb2012,3,7,38,2,6
769,20120208,769,February 08 2012,Wednesday,February,2012,201202,Feb2012,4,8,39,2,6
770,20120209,770,February 09 2012,Thursday,February,2012,201202,Feb2012,5,9,40,2,6
771,20120210,771,February 10 2012,Friday,February,2012,201202,Feb2012,6,10,41,2,6
772,20120211,772,February 11 2012,Saturday,February,2012,201202,Feb2012,7,11,42,2,6
773,20120212,773,February 12 2012,Sunday,February,2012,201202,Feb2012,1,12,43,2,7
774,20120213,774,February 13 2012,Monday,February,2012,201202,Feb2012,2,13,44,2,7
775,20120214,775,February 14 2012,Tuesday,February,2012,201202,Feb2012,3,14,45,2,7
776,20120215,776,February 15 2012,Wednesday,February,2012,201202,Feb2012,4,15,46,2,7
777,20120216,777,February 16 2012,Thursday,February,2012,201202,Feb2012,5,16,47,2,7
778,20120217,778,February 17 2012,Friday,February,2012,201202,Feb2012,6,17,48,2,7
779,20120218,779,February 18 2012,Saturday,February,2012,201202,Feb2012,7,18,49,2,7
780,20120219,780,February 19 2012,Sunday,February,2012,201202,Feb2012,1,19,50,2,8
781,20120220,781,February 20 2012,Monday,February,2012,201202,Feb2012,2,20,51,2,8
782,20120221,782,February 21 2012,Tuesday,February,2012,201202,Feb2012,3,21,52,2,8
783,20120222,783,February 22 2012,Wednesday,February,2012,201202,Feb2012,4,22,53,2,8
784,20120223,784,February 23 2012,Thursday,February,2012,201202,Feb2012,5,23,54,2,8
785,20120224,785,February 24 2012,Friday,February,2012,201202,Feb2012,6,24,55,2,8
786,20120225,786,February 25 2012,Saturday,February,2012,201202,Feb2012,7,25,56,2,8
787,20120226,787,February 26 2012,Sunday,February,2012,201202,Feb2012,1,26,57,2,9
788,20120227,788,February 27 2012,Monday,February,2012,201202,Feb2012,2,27,58,2,9
789,20120228,789,February 28 2012,Tuesday,February,2012,201202,Feb2012,3,28,59,2,9
790,20120229,790,February 29 2012,Wednesday,February,2012,201202,Feb2012,4,29,60,2,9
791,20120301,791,March 01 2012,Thursday,March,2012,201203,Mar2012,5,1,61,3,9
792,20120302,792,March 02 2012,Friday,March,2012,201203,Mar2012,6,2,62,3,9
793,20120303,793,March 03 2012,Saturday,March,2012,201203,Mar2012,7,3,63,3,9
794,20120304,794,March 04 2012,Sunday,March,2012,201203,Mar2012,1,4,64,3,10
795,20120305,795,March 05 2012,Monday,March,2012,201203,Mar2012,2,5,65,3,10
796,20120306,796,March 06 2012,Tuesday,March,2012,201203,Mar2012,3,6,66,3,10
797,20120307,797,March 07 2012,Wednesday,March,2012,201203,Mar2012,4,7,67,3,10
798,20120308,798,March 08 2012,Thursday,March,2012,201203,Mar2012,5,8,68,3,10
799,20120309,799,March 09 2012,Friday,March,2012,201203,Mar2012,6,9,69,3,10
800,20120310,800,March 10 2012,Saturday,March,2012,201203,Mar2012,7,10,70,3,10
801,20120311,801,March 11 2012,Sunday,March,2012,201203,Mar2012,1,11,71,3,11
802,20120312,802,March 12 2012,Monday,March,2012,201203,Mar2012,2,12,72,3,11
803,20120313,803,March 13 2012,Tuesday,March,2012,201203,Mar2012,3,13,73,3,11
804,20120314,804,March 14 2012,Wednesday,March,2012,201203,Mar2012,4,14,74,3,11
805,20120315,805,March 15 2012,Thursday,March,2012,201203,Mar2012,5,15,75,3,11
806,20120316,806,March 16 2012,Friday,March,2012,201203,Mar2012,6,16,76,3,11
807,20120317,807,March 17 2012,Saturday,March,2012,201203,Mar2012,7,17,77,3,11
808,20120318,808,March 18 2012,Sunday,March,2012,201203,Mar2012,1,18,78,3,12
809,20120319,809,March 19 2012,Monday,March,2012,201203,Mar2012,2,19,79,3,12
810,20120320,810,March 20 2012,Tuesday,March,2012,201203,Mar2012,3,20,80,3,12
811,20120321,811,March 21 2012,Wednesday,March,2012,201203,Mar2012,4,21,81,3,12
812,20120322,812,March 22 2012,Thursday,March,2012,201203,Mar2012,5,22,82,3,12
813,20120323,813,March 23 2012,Friday,March,2012,201203,Mar2012,6,23,83,3,12
814,20120324,814,March 24 2012,Saturday,March,2012,201203,Mar2012,7,24,84,3,12
815,20120325,815,March 25 2012,Sunday,March,2012,201203,Mar2012,1,25,85,3,13
816,20120326,816,March 26 2012,Monday,March,2012,201203,Mar2012,2,26,86,3,13
817,20120327,817,March 27 2012,Tuesday,March,2012,201203,Mar2012,3,27,87,3,13
818,20120328,818,March 28 2012,Wednesday,March,2012,201203,Mar2012,4,28,88,3,13
819,20120329,819,March 29 2012,Thursday,March,2012,201203,Mar2012,5,29,89,3,13
820,20120330,820,March 30 2012,Friday,March,2012,201203,Mar2012,6,30,90,3,13
821,20120331,821,March 31 2012,Saturday,March,2012,201203,Mar2012,7,31,91,3,13
822,20120401,822,April 01 2012,Sunday,April,2012,201204,Apr2012,1,1,92,4,14
823,20120402,823,April 02 2012,Monday,April,2012,201204,Apr2012,2,2,93,4,14
824,20120403,824,April 03 2012,Tuesday,April,2012,201204,Apr2012,3,3,94,4,14
825,20120404,825,April 04 2012,Wednesday,April,2012,201204,Apr2012,4,4,95,4,14
826,20120405,826,April 05 2012,Thursday,April,2012,201204,Apr2012,5,5,96,4,14
827,20120406,827,April 06 2012,Friday,April,2012,201204,Apr2012,6,6,97,4,14
828,20120407,828,April 07 2012,Saturday,April,2012,201204,Apr2012,7,7,98,4,14
829,20120408,829,April 08 2012,Sunday,April,2012,201204,Apr2012,1,8,99,4,15
830,20120409,830,April 09 2012,Monday,April,2012,201204,Apr2012,2,9,100,4,15
831,20120410,831,April 10 2012,Tuesday,April,2012,201204,Apr2012,3,10,101,4,15
832,20120411,832,April 11 2012,Wednesday,April,2012,201204,Apr2012,4,11,102,4,15
833,20120412,833,April 12 2012,Thursday,April,2012,201204,Apr2012,5,12,103,4,15
834,20120413,834,April 13 2012,Friday,April,2012,201204,Apr2012,6,13,104,4,15
835,20120414,835,April 14 2012,Saturday,April,2012,201204,Apr2012,7,14,105,4,15
836,20120415,836,April 15 2012,Sunday,April,2012,201204,Apr2012,1,15,106,4,16
837,20120416,837,April 16 2012,Monday,April,2012,201204,Apr2012,2,16,107,4,16
838,20120417,838,April 17 2012,Tuesday,April,2012,201204,Apr2012,3,17,108,4,16
839,20120418,839,April 18 2012,Wednesday,April,2012,201204,Apr2012,4,18,109,4,16
840,20120419,840,April 19 2012,Thursday,April,2012,201204,Apr2012,5,19,110,4,16
841,20120420,841,April 20 2012,Friday,April,2012,201204,Apr2012,6,20,111,4,16
842,20120421,842,April 21 2012,Saturday,April,2012,201204,Apr2012,7,21,112,4,16
843,20120422,843,April 22 2012,Sunday,April,2012,201204,Apr2012,1,22,113,4,17
844,20120423,844,April 23 2012,Monday,April,2012,201204,Apr2012,2,23,114,4,17
845,20120424,845,April 24 2012,Tuesday,April,2012,201204,Apr2012,3,24,115,4,17
846,20120425,846,April 25 2012,Wednesday,April,2012,201204,Apr2012,4,25,116,4,17
847,20120426,847,April 26 2012,Thursday,April,2012,201204,Apr2012,5,26,117,4,17
848,20120427,848,April 27 2012,Friday,April,2012,201204,Apr2012,6,27,118,4,17
849,20120428,849,April 28 2012,Saturday,April,2012,201204,Apr2012,7,28,119,4,17
850,20120429,850,April 29 2012,Sunday,April,2012,201204,Apr2012,1,29,120,4,18
851,20120430,851,April 30 2012,Monday,April,2012,201204,Apr2012,2,30,121,4,18
852,20120501,852,May 01 2012,Tuesday,May,2012,201205,May2012,3,1,122,5,18
853,20120502,853,May 02 2012,Wednesday,May,2012,201205,May2012,4,2,123,5,18
854,20120503,854,May 03 2012,Thursday,May,2012,201205,May2012,5,3,124,5,18
855,20120504,855,May 04 2012,Friday,May,2012,201205,May2012,6,4,125,5,18
856,20120505,856,May 05 2012,Saturday,May,2012,201205,May2012,7,5,126,5,18
857,20120506,857,May 06 2012,Sunday,May,2012,201205,May2012,1,6,127,5,19
858,20120507,858,May 07 2012,Monday,May,2012,201205,May2012,2,7,128,5,19
859,20120508,859,May 08 2012,Tuesday,May,2012,201205,May2012,3,8,129,5,19
860,20120509,860,May 09 2012,Wednesday,May,2012,201205,May2012,4,9,130,5,19
861,20120510,861,May 10 2012,Thursday,May,2012,201205,May2012,5,10,131,5,19
862,20120511,862,May 11 2012,Friday,May,2012,201205,May2012,6,11,132,5,19
863,20120512,863,May 12 2012,Saturday,May,2012,201205,May2012,7,12,133,5,19
864,20120513,864,May 13 2012,Sunday,May,2012,201205,May2012,1,13,134,5,20
865,20120514,865,May 14 2012,Monday,May,2012,201205,May2012,2,14,135,5,20
866,20120515,866,May 15 2012,Tuesday,May,2012,201205,May2012,3,15,136,5,20
867,20120516,867,May 16 2012,Wednesday,May,2012,201205,May2012,4,16,137,5,20
868,20120517,868,May 17 2012,Thursday,May,2012,201205,May2012,5,17,138,5,20
869,20120518,869,May 18 2012,Friday,May,2012,201205,May2012,6,18,139,5,20
870,20120519,870,May 19 2012,Saturday,May,2012,201205,May2012,7,19,140,5,20
871,20120520,871,May 20 2012,Sunday,May,2012,201205,May2012,1,20,141,5,21
872,20120521,872,May 21 2012,Monday,May,2012,201205,May2012,2,21,142,5,21
873,20120522,873,May 22 2012,Tuesday,May,2012,201205,May2012,3,22,143,5,21
874,20120523,874,May 23 2012,Wednesday,May,2012,201205,May2012,4,23,144,5,21
875,20120524,875,May 24 2012,Thursday,May,2012,201205,May2012,5,24,145,5,21
876,20120525,876,May 25 2012,Friday,May,2012,201205,May2012,6,25,146,5,21
877,20120526,877,May 26 2012,Saturday,May,2012,201205,May2012,7,26,147,5,21
878,20120527,878,May 27 2012,Sunday,May,2012,201205,May2012,1,27,148,5,22
879,20120528,879,May 28 2012,Monday,May,2012,201205,May2012,2,28,149,5,22
880,20120529,880,May 29 2012,Tuesday,May,2012,201205,May2012,3,29,150,5,22
881,20120530,881,May 30 2012,Wednesday,May,2012,201205,May2012,4,30,151,5,22
882,20120531,882,May 31 2012,Thursday,May,2012,201205,May2012,5,31,152,5,22
883,20120601,883,June 01 2012,Friday,June,2012,201206,Jun2012,6,1,153,6,22
884,20120602,884,June 02 2012,Saturday,June,2012,201206,Jun2012,7,2,154,6,22
885,20120603,885,June 03 2012,Sunday,June,2012,201206,Jun2012,1,3,155,6,23
886,20120604,886,June 04 2012,Monday,June,2012,201206,Jun2012,2,4,156,6,23
887,20120605,887,June 05 2012,Tuesday,June,2012,201206,Jun2012,3,5,157,6,23
888,20120606,888,June 06 2012,Wednesday,June,2012,201206,Jun2012,4,6,158,6,23
889,20120607,889,June 07 2012,Thursday,June,2012,201206,Jun2012,5,7,159,6,23
890,20120608,890,June 08 2012,Friday,June,2012,201206,Jun2012,6,8,160,6,23
891,20120609,891,June 09 2012,Saturday,June,2012,201206,Jun2012,7,9,161,6,23
892,20120610,892,June 10 2012,Sunday,June,2012,201206,Jun2012,1,10,162,6,24
893,20120611,893,June 11 2012,Monday,June,2012,201206,Jun2012,2,11,163,6,24
894,20120612,894,June 12 2012,Tuesday,June,2012,201206,Jun2012,3,12,164,6,24
895,20120613,895,June 13 2012,Wednesday,June,2012,201206,Jun2012,4,13,165,6,24
896,20120614,896,June 14 2012,Thursday,June,2012,201206,Jun2012,5,14,166,6,24
897,20120615,897,June 15 2012,Friday,June,2012,201206,Jun2012,6,15,167,6,24
898,20120616,898,June 16 2012,Saturday,June,2012,201206,Jun2012,7,16,168,6,24
899,20120617,899,June 17 2012,Sunday,June,2012,201206,Jun2012,1,17,169,6,25
900,20120618,900,June 18 2012,Monday,June,2012,201206,Jun2012,2,18,170,6,25
901,20120619,901,June 19 2012,Tuesday,June,2012,201206,Jun2012,3,19,171,6,25
902,20120620,902,June 20 2012,Wednesday,June,2012,201206,Jun2012,4,20,172,6,25
903,20120621,903,June 21 2012,Thursday,June,2012,201206,Jun2012,5,21,173,6,25
904,20120622,904,June 22 2012,Friday,June,2012,201206,Jun2012,6,22,174,6,25
905,20120623,905,June 23 2012,Saturday,June,2012,201206,Jun2012,7,23,175,6,25
906,20120624,906,June 24 2012,Sunday,June,2012,201206,Jun2012,1,24,176,6,26
907,20120625,907,June 25 2012,Monday,June,2012,201206,Jun2012,2,25,177,6,26
908,20120626,908,June 26 2012,Tuesday,June,2012,201206,Jun2012,3,26,178,6,26
909,20120627,909,June 27 2012,Wednesday,June,2012,201206,Jun2012,4,27,179,6,26
910,20120628,910,June 28 2012,Thursday,June,2012,201206,Jun2012,5,28,180,6,26
911,20120629,911,June 29 2012,Friday,June,2012,201206,Jun2012,6,29,181,6,26
912,20120630,912,June 30 2012,Saturday,June,2012,201206,Jun2012,7,30,182,6,26
913,20120701,913,July 01 2012,Sunday,July,2012,201207,Jul2012,1,1,183,7,27
914,20120702,914,July 02 2012,Monday,July,2012,201207,Jul2012,2,2,184,7,27
915,20120703,915,July 03 2012,Tuesday,July,2012,201207,Jul2012,3,3,185,7,27
916,20120704,916,July 04 2012,Wednesday,July,2012,201207,Jul2012,4,4,186,7,27
917,20120705,917,July 05 2012,Thursday,July,2012,201207,Jul2012,5,5,187,7,27
918,20120706,918,July 06 2012,Friday,July,2012,201207,Jul2012,6,6,188,7,27
919,20120707,919,July 07 2012,Saturday,July,2012,201207,Jul2012,7,7,189,7,27
920,20120708,920,July 08 2012,Sunday,July,2012,201207,Jul2012,1,8,190,7,28
921,20120709,921,July 09 2012,Monday,July,2012,201207,Jul2012,2,9,191,7,28
922,20120710,922,July 10 2012,Tuesday,July,2012,201207,Jul2012,3,10,192,7,28
923,20120711,923,July 11 2012,Wednesday,July,2012,201207,Jul2012,4,11,193,7,28
924,20120712,924,July 12 2012,Thursday,July,2012,201207,Jul2012,5,12,194,7,28
925,20120713,925,July 13 2012,Friday,July,2012,201207,Jul2012,6,13,195,7,28
926,20120714,926,July 14 2012,Saturday,July,2012,201207,Jul2012,7,14,196,7,28
927,20120715,927,July 15 2012,Sunday,July,2012,201207,Jul2012,1,15,197,7,29
928,20120716,928,July 16 2012,Monday,July,2012,201207,Jul2012,2,16,198,7,29
929,20120717,929,July 17 2012,Tuesday,July,2012,201207,Jul2012,3,17,199,7,29
930,20120718,930,July 18 2012,Wednesday,July,2012,201207,Jul2012,4,18,200,7,29
931,20120719,931,July 19 2012,Thursday,July,2012,201207,Jul2012,5,19,201,7,29
932,20120720,932,July 20 2012,Friday,July,2012,201207,Jul2012,6,20,202,7,29
933,20120721,933,July 21 2012,Saturday,July,2012,201207,Jul2012,7,21,203,7,29
934,20120722,934,July 22 2012,Sunday,July,2012,201207,Jul2012,1,22,204,7,30
935,20120723,935,July 23 2012,Monday,July,2012,201207,Jul2012,2,23,205,7,30
936,20120724,936,July 24 2012,Tuesday,July,2012,201207,Jul2012,3,24,206,7,30
937,20120725,937,July 25 2012,Wednesday,July,2012,201207,Jul2012,4,25,207,7,30
938,20120726,938,July 26 2012,Thursday,July,2012,201207,Jul2012,5,26,208,7,30
939,20120727,939,July 27 2012,Friday,July,2012,201207,Jul2012,6,27,209,7,30
940,20120728,940,July 28 2012,Saturday,July,2012,201207,Jul2012,7,28,210,7,30
941,20120729,941,July 29 2012,Sunday,July,2012,201207,Jul2012,1,29,211,7,31
942,20120730,942,July 30 2012,Monday,July,2012,201207,Jul2012,2,30,212,7,31
943,20120731,943,July 31 2012,Tuesday,July,2012,201207,Jul2012,3,31,213,7,31
944,20120801,944,August 01 2012,Wednesday,August,2012,201208,Aug2012,4,1,214,8,31
945,20120802,945,August 02 2012,Thursday,August,2012,201208,Aug2012,5,2,215,8,31
946,20120803,946,August 03 2012,Friday,August,2012,201208,Aug2012,6,3,216,8,31
947,20120804,947,August 04 2012,Saturday,August,2012,201208,Aug2012,7,4,217,8,31
948,20120805,948,August 05 2012,Sunday,August,2012,201208,Aug2012,1,5,218,8,32
949,20120806,949,August 06 2012,Monday,August,2012,201208,Aug2012,2,6,219,8,32
950,20120807,950,August 07 2012,Tuesday,August,2012,201208,Aug2012,3,7,220,8,32
951,20120808,951,August 08 2012,Wednesday,August,2012,201208,Aug2012,4,8,221,8,32
952,20120809,952,August 09 2012,Thursday,August,2012,201208,Aug2012,5,9,222,8,32
953,20120810,953,August 10 2012,Friday,August,2012,201208,Aug2012,6,10,223,8,32
954,20120811,954,August 11 2012,Saturday,August,2012,201208,Aug2012,7,11,224,8,32
955,20120812,955,August 12 2012,Sunday,August,2012,201208,Aug2012,1,12,225,8,33
956,20120813,956,August 13 2012,Monday,August,2012,201208,Aug2012,2,13,226,8,33
957,20120814,957,August 14 2012,Tuesday,August,2012,201208,Aug2012,3,14,227,8,33
958,20120815,958,August 15 2012,Wednesday,August,2012,201208,Aug2012,4,15,228,8,33
959,20120816,959,August 16 2012,Thursday,August,2012,201208,Aug2012,5,16,229,8,33
960,20120817,960,August 17 2012,Friday,August,2012,201208,Aug2012,6,17,230,8,33
961,20120818,961,August 18 2012,Saturday,August,2012,201208,Aug2012,7,18,231,8,33
962,20120819,962,August 19 2012,Sunday,August,2012,201208,Aug2012,1,19,232,8,34
963,20120820,963,August 20 2012,Monday,August,2012,201208,Aug2012,2,20,233,8,34
964,20120821,964,August 21 2012,Tuesday,August,2012,201208,Aug2012,3,21,234,8,34
965,20120822,965,August 22 2012,Wednesday,August,2012,201208,Aug2012,4,22,235,8,34
966,20120823,966,August 23 2012,Thursday,August,2012,201208,Aug2012,5,23,236,8,34
967,20120824,967,August 24 2012,Friday,August,2012,201208,Aug2012,6,24,237,8,34
968,20120825,968,August 25 2012,Saturday,August,2012,201208,Aug2012,7,25,238,8,34
969,20120826,969,August 26 2012,Sunday,August,2012,201208,Aug2012,1,26,239,8,35
970,20120827,970,August 27 2012,Monday,August,2012,201208,Aug2012,2,27,240,8,35
971,20120828,971,August 28 2012,Tuesday,August,2012,201208,Aug2012,3,28,241,8,35
972,20120829,972,August 29 2012,Wednesday,August,2012,201208,Aug2012,4,29,242,8,35
973,20120830,973,August 30 2012,Thursday,August,2012,201208,Aug2012,5,30,243,8,35
974,20120831,974,August 31 2012,Friday,August,2012,201208,Aug2012,6,31,244,8,35
975,20120901,975,September 01 2012,Saturday,September,2012,201209,Sep2012,7,1,245,9,35
976,20120902,976,September 02 2012,Sunday,September,2012,201209,Sep2012,1,2,246,9,36
977,20120903,977,September 03 2012,Monday,September,2012,201209,Sep2012,2,3,247,9,36
978,20120904,978,September 04 2012,Tuesday,September,2012,201209,Sep2012,3,4,248,9,36
979,20120905,979,September 05 2012,Wednesday,September,2012,201209,Sep2012,4,5,249,9,36
980,20120906,980,September 06 2012,Thursday,September,2012,201209,Sep2012,5,6,250,9,36
981,20120907,981,September 07 2012,Friday,September,2012,201209,Sep2012,6,7,251,9,36
982,20120908,982,September 08 2012,Saturday,September,2012,201209,Sep2012,7,8,252,9,36
983,20120909,983,September 09 2012,Sunday,September,2012,201209,Sep2012,1,9,253,9,37
984,20120910,984,September 10 2012,Monday,September,2012,201209,Sep2012,2,10,254,9,37
985,20120911,985,September 11 2012,Tuesday,September,2012,201209,Sep2012,3,11,255,9,37
986,20120912,986,September 12 2012,Wednesday,September,2012,201209,Sep2012,4,12,256,9,37
987,20120913,987,September 13 2012,Thursday,September,2012,201209,Sep2012,5,13,257,9,37
988,20120914,988,September 14 2012,Friday,September,2012,201209,Sep2012,6,14,258,9,37
989,20120915,989,September 15 2012,Saturday,September,2012,201209,Sep2012,7,15,259,9,37
990,20120916,990,September 16 2012,Sunday,September,2012,201209,Sep2012,1,16,260,9,38
991,20120917,991,September 17 2012,Monday,September,2012,201209,Sep2012,2,17,261,9,38
992,20120918,992,September 18 2012,Tuesday,September,2012,201209,Sep2012,3,18,262,9,38
993,20120919,993,September 19 2012,Wednesday,September,2012,201209,Sep2012,4,19,263,9,38
994,20120920,994,September 20 2012,Thursday,September,2012,201209,Sep2012,5,20,264,9,38
995,20120921,995,September 21 2012,Friday,September,2012,201209,Sep2012,6,21,265,9,38
996,20120922,996,September 22 2012,Saturday,September,2012,201209,Sep2012,7,22,266,9,38
997,20120923,997,September 23 2012,Sunday,September,2012,201209,Sep2012,1,23,267,9,39
998,20120924,998,September 24 2012,Monday,September,2012,201209,Sep2012,2,24,268,9,39
999,20120925,999,September 25 2012,Tuesday,September,2012,201209,Sep2012,3,25,269,9,39
1000,20120926,1000,September 26 2012,Wednesday,September,2012,201209,Sep2012,4,26,270,9,39
1001,20120927,1001,September 27 2012,Thursday,September,2012,201209,Sep2012,5,27,271,9,39
1002,20120928,1002,September 28 2012,Friday,September,2012,201209,Sep2012,6,28,272,9,39
1003,20120929,1003,September 29 2012,Saturday,September,2012,201209,Sep2012,7,29,273,9,39
1004,20120930,1004,September 30 2012,Sunday,September,2012,201209,Sep2012,1,30,274,9,40
