descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
78533,1691,408,90,6
87905,263,541,35,2
42871,2992,143,42,3
78676,711,189,20,7
75656,2409,509,60,4
64798,2195,502,1,8
90940,1174,6,39,9
98682,2672,409,14,2
13394,1748,230,78,10
59999,2962,399,31,3
67780,725,514,66,9
50307,1686,436,104,9
8711,2515,354,25,9
37843,1951,508,69,6
2333,2035,88,21,3
36413,1272,566,63,10
27477,2956,467,88,9
22383,1157,393,17,7
14346,2835,232,103,1
46752,1059,118,20,1
41865,2918,337,116,8
77217,11,164,35,2
49837,3937,152,35,5
48474,462,81,101,5
72888,3268,551,89,6
63149,3769,593,38,8
8187,2708,241,58,4
95868,2082,17,62,6
86232,2437,299,15,5
24654,2463,310,39,1
44857,645,339,87,10
2695,1381,28,2,2
910,954,132,112,6
59011,626,443,3,6
49649,1939,106,112,7
22645,2967,506,26,4
31404,3206,188,55,2
74155,3042,608,82,10
2925,2395,257,45,3
67696,997,259,51,6
35674,3904,164,8,10
99749,3874,139,33,4
96778,2325,453,33,7
28018,2314,512,53,9
30189,124,358,2,10
29117,449,310,49,9
1526,1486,11,41,8
24630,227,299,5,10
71153,3849,604,79,7
3374,3754,362,114,8
32640,2077,168,73,4
12726,3644,418,25,4
47486,2282,431,31,6
32350,282,467,101,6
709,2981,141,56,2
4331,1188,190,102,5
15620,132,162,56,8
23729,1917,121,31,1
96785,2380,429,27,7
92110,937,491,80,8
25680,750,353,69,9
68397,3083,103,93,5
34707,2189,301,88,4
34608,1143,510,105,4
89566,3903,284,114,9
39480,316,486,50,3
24643,1881,630,55,7
65943,2254,77,90,3
55299,3518,339,117,2
96002,2837,415,77,5
57461,549,592,42,1
16400,348,72,93,7
73337,887,143,34,1
48086,1701,456,98,5
45128,440,330,76,2
33691,2263,150,6,10
79945,2123,86,78,3
27517,3525,176,22,10
58083,2748,354,116,2
3075,624,147,115,6
23654,2766,591,64,4
18150,186,587,117,6
68929,44,338,91,5
82802,3418,154,33,7
9377,684,369,15,4
70628,2614,436,11,4
41823,1088,486,37,10
90155,1589,433,43,7
82901,2246,495,75,9
42401,2450,514,63,4
29678,2748,436,45,6
67197,148,457,96,7
42308,3651,285,115,4
79107,1397,417,6,2
28842,1846,294,106,5
18140,2388,221,113,9
33120,3920,465,113,4
8210,1525,481,96,8
91048,1212,261,16,9
191,96,509,62,9
38365,447,434,5,7
70614,1530,518,46,10
59828,1514,194,113,3
30201,3309,433,75,10
65419,1200,188,117,5
32130,1563,13,43,4
47060,1616,140,71,2
92706,77,584,81,10
61222,2474,432,10,5
22709,2782,5,102,4
40806,2322,458,92,1
19811,510,442,72,2
99436,1211,80,67,9
7292,795,120,102,1
7148,1605,246,57,2
30337,3314,636,4,1
9790,2308,454,39,10
3370,3091,171,93,3
68375,170,430,34,5
11651,3878,393,95,2
2672,760,294,58,4
7793,3161,38,38,5
87711,2427,326,72,9
18687,3124,462,40,3
18505,2864,541,13,2
48955,1864,105,51,6
78994,3029,487,29,5
4681,2682,479,30,6
98051,699,147,26,1
50137,3446,15,35,6
32768,1584,314,2,5
31044,3169,217,116,8
60706,1051,447,50,8
72453,1509,45,105,1
52810,1945,395,88,6
84908,335,11,44,9
69156,2005,15,70,6
28984,2635,516,97,9
22813,3906,64,16,9
75569,2423,409,64,5
37824,1447,513,103,4
55006,3983,498,48,2
74089,3653,488,63,3
2183,588,216,52,10
21017,3919,191,118,5
71653,1392,94,101,1
80045,3883,594,44,10
28943,939,270,20,1
11933,3581,117,57,7
40073,1820,554,2,6
70450,2266,633,89,2
86473,1352,184,96,8
92906,1741,559,103,2
92918,930,335,8,3
73805,2461,589,49,3
11139,2991,87,74,4
86402,171,644,86,7
11334,825,545,35,3
35529,984,323,24,2
34531,3743,310,3,6
57026,3072,306,1,6
59934,1788,3,16,4
25370,277,106,49,4
94600,1223,315,112,8
59235,3938,230,96,6
82626,2813,352,20,1
76164,823,290,70,2
46026,3835,134,120,4
31101,2969,594,49,2
83529,2312,463,68,9
88960,2456,186,90,4
46310,2667,426,78,2
22384,521,39,51,2
21939,1593,77,2,9
37767,686,435,89,5
39802,75,218,59,1
96336,2255,616,94,6
28117,2485,517,51,4
62622,1238,381,8,2
16285,1169,541,21,1
72287,2141,42,31,7
59712,3509,211,44,2
28560,143,105,22,9
59737,3406,540,75,6
47644,3307,326,35,2
16128,2074,555,10,6
87139,2721,150,72,3
43212,2918,599,25,3
41115,1328,259,94,4
31549,3303,440,27,1
8588,2821,627,3,7
41370,2157,349,53,1
24428,658,433,13,2
48957,3366,339,120,6
2482,3652,347,61,2
85767,1928,519,20,10
48671,3642,226,111,9
51659,3437,168,16,7
14808,3356,525,70,5
21421,1878,523,59,6
49577,3163,548,116,8
52713,3175,348,75,2
78595,78,437,68,5
78427,3321,203,64,6
11405,2798,51,102,8
6901,2531,63,113,10
27718,1614,112,41,7
10656,2056,303,119,5
29495,2157,182,86,10
68115,3750,549,81,8
40650,3732,643,51,8
24284,2878,619,54,7
12819,3229,447,113,10
15710,1354,437,100,5
60681,4017,154,55,5
92494,3524,269,34,8
79707,2854,331,111,7
2013,103,340,102,8
62327,2522,304,29,5
15764,3383,637,120,6
57057,3095,621,109,7
9271,3571,182,82,3
55520,2628,393,96,10
54048,3937,563,93,1
88611,3293,430,118,2
27988,921,468,107,3
35614,1923,483,72,6
26879,2511,453,62,6
17434,261,363,45,2
88940,1815,446,72,5
4263,1023,47,37,1
11236,235,96,63,5
65618,28,498,79,1
88688,1018,29,92,9
60732,2676,4,87,2
34608,3142,143,20,1
58900,592,588,37,3
28444,989,567,121,2
74420,233,357,76,5
38463,2235,54,88,4
36550,2210,543,119,6
9850,1659,84,62,2
31930,2977,445,92,10
38573,3522,214,2,6
12380,3290,137,102,8
23265,3999,262,113,7
81453,3904,88,107,7
61783,2682,479,82,3
19154,2587,362,88,6
25059,3607,276,21,4
86163,3739,623,105,4
98429,499,64,15,8
54470,3704,522,113,3
37244,1194,643,84,9
53121,436,85,100,6
64669,2443,593,47,2
63946,1749,95,11,2
83284,1736,408,101,4
79220,2542,591,11,5
39643,30,331,46,7
2199,1807,614,30,8
38170,2600,508,42,7
59767,3318,551,70,3
34110,922,71,99,5
4081,1161,503,4,2
38903,1852,15,79,5
82174,3374,353,40,4
6555,242,304,20,3
11108,1991,47,29,8
16641,2451,91,115,1
75150,2363,58,95,8
20362,723,615,90,4
70431,3694,100,98,4
66587,2788,12,25,9
84135,521,474,46,1
28859,1254,461,78,10
82711,2635,245,101,5
5316,855,124,121,7
15084,1954,289,78,10
30732,2382,75,108,1
92212,1996,559,46,7
51058,1068,590,15,1
45685,3053,332,81,4
94693,2303,322,33,3
92052,3517,586,15,8
58426,3809,239,96,8
63190,546,223,19,2
63671,2039,362,1,5
2866,964,110,90,3
51167,1864,564,79,2
10736,2734,261,30,7
81324,2614,13,109,4
82252,2015,210,2,5
66427,2379,241,83,7
30219,3824,65,111,3
71523,3126,544,53,1
26082,1185,440,80,7
58765,3371,178,40,1
64549,1473,2,119,3
13770,2944,82,113,3
68754,3537,575,24,1
96889,1365,403,28,1
1506,449,466,55,8
46518,962,288,118,5
26703,2596,455,83,8
67580,1204,308,106,7
62349,1099,442,108,2
64483,49,509,57,7
6481,2532,532,90,3
71868,1575,541,73,9
40962,1270,626,5,6
77665,2577,321,102,9
78557,1442,380,52,3
33267,3472,450,91,9
89329,712,443,89,5
5481,1695,46,10,5
65160,2823,491,35,4
15116,3882,271,71,2
91398,1593,79,73,6
29136,3026,357,9,3
87846,1755,347,81,3
1175,227,308,80,7
11499,4010,592,12,2
30577,3636,637,90,5
2898,1525,637,104,7
95524,3238,472,118,6
30144,627,424,25,9
83671,709,606,20,8
26668,199,494,91,9
77686,497,261,81,3
59074,2338,1,86,4
59224,776,136,105,6
89574,1609,557,45,8
55411,3915,4,45,4
77957,3138,491,108,8
2300,622,586,90,5
67707,1388,355,53,5
55817,2707,19,5,4
28189,3868,256,42,8
47968,309,97,97,1
9721,364,599,78,1
99359,2835,112,47,2
80714,2300,577,94,3
55136,3730,107,5,7
56636,2815,546,87,3
99114,880,35,84,2
25030,2180,419,61,2
66801,3290,627,54,8
40613,750,23,44,9
14754,2610,576,40,7
27639,3276,150,58,3
90022,252,370,66,3
57502,1623,225,22,8
7689,2111,96,22,3
52684,949,429,14,3
41108,2425,432,75,3
80893,720,145,117,8
67630,107,269,38,4
484,3508,546,100,10
80312,1653,281,32,8
56612,1965,474,8,9
15173,201,637,12,10
56862,3017,29,62,2
94120,2150,624,41,8
72958,2787,276,19,6
90582,1326,68,26,7
81591,1368,388,65,6
84552,22,368,113,5
83339,712,98,25,1
51527,1711,442,52,8
58209,1823,343,8,1
94827,687,88,17,5
50188,3819,601,22,1
18385,1065,296,13,9
66763,326,125,15,7
60616,2986,569,26,2
97921,637,630,78,5
80060,1847,340,56,7
78272,2110,396,44,2
69790,1603,560,90,5
78517,1285,71,28,8
90713,238,591,98,3
18127,2049,479,12,10
25549,1940,60,98,6
80026,968,609,92,2
18705,1387,371,17,5
95705,2279,126,38,4
59948,3259,473,21,7
48835,169,41,29,9
81076,261,348,85,3
47111,1334,532,103,6
13121,3488,453,72,9
95410,1470,299,120,4
78332,3586,347,121,6
69317,817,391,54,7
97951,2487,41,3,8
88607,2944,607,83,6
53440,1035,45,76,3
39120,3597,183,32,8
3735,633,390,19,3
93894,1612,8,67,4
92446,1997,505,50,1
49265,375,110,86,3
42226,2393,629,72,7
36826,1861,124,72,1
59128,2822,461,115,9
50592,1435,228,45,1
75073,86,586,95,4
60479,753,411,36,9
35759,1718,570,30,1
30729,99,470,9,6
90421,645,248,62,7
78832,1288,618,118,3
88107,1067,541,119,7
70504,63,580,107,8
52804,995,263,16,6
58906,1213,538,18,1
15369,3118,123,41,10
56940,1588,504,12,10
12386,1926,126,5,5
82642,3518,350,44,3
22837,947,200,93,6
63019,1465,116,76,4
11903,41,540,49,4
70127,3916,72,87,5
8487,1354,15,64,6
53982,119,609,110,5
55419,3024,499,62,1
30771,1498,375,72,7
24876,3375,552,85,8
16486,3910,250,17,2
59565,2159,469,117,8
86310,2629,9,86,5
97668,3187,491,56,2
92692,699,95,88,7
55229,2683,495,41,3
212,1715,316,115,6
70142,1763,440,48,8
52020,28,185,26,10
60449,1409,370,6,9
76894,2336,408,1,1
94104,3607,427,61,1
59157,3884,600,22,5
93646,3804,600,22,2
35198,2603,626,41,10
4031,455,285,103,9
72202,2536,559,104,7
31810,3432,272,83,5
94187,1263,392,119,8
68762,1303,157,22,6
73870,3931,282,22,7
41608,946,259,33,7
36706,1579,314,2,7
53452,1291,580,25,5
30619,2306,102,61,9
23289,196,387,17,7
68233,3175,274,69,2
38624,2915,384,102,4
17462,2645,247,90,9
81014,2523,401,80,10
6392,2382,144,46,4
82966,171,568,36,10
53323,2052,628,95,8
53035,3233,506,84,8
16539,3620,575,20,8
55470,155,590,88,4
55329,250,560,11,6
72656,410,386,89,8
4233,2970,486,36,2
19398,1244,234,43,8
30591,2495,264,70,1
19865,1413,26,22,3
89520,3508,337,73,6
37581,3759,313,83,5
35587,825,475,63,4
86195,1129,394,113,4
41208,3849,260,80,8
50176,1444,41,60,4
86343,778,489,74,2
11780,2051,98,76,3
77056,3508,184,37,2
21808,3095,569,120,7
91349,3543,258,37,2
47755,3243,135,56,8
91084,831,422,120,2
26436,14,591,18,3
49248,1709,245,18,1
37789,3812,191,26,10
38702,694,642,117,9
77455,2340,464,28,4
59947,3117,348,9,5
87134,3977,438,12,10
23843,2999,344,28,4
46374,3788,68,77,4
87356,2914,5,89,7
28033,3605,290,119,7
77866,1910,470,48,3
23132,3759,401,69,8
39173,2737,96,109,10
13210,265,91,64,8
16227,1406,261,44,6
27912,219,25,17,4
29385,2821,20,12,4
38465,3896,274,51,9
42544,1734,490,89,5
48476,1770,549,18,5
60914,2196,162,63,7
39959,3524,122,88,2
58094,682,4,78,1
8440,2042,53,94,9
77502,1075,158,44,3
18417,3648,569,10,5
66186,2721,418,84,9
21149,918,175,13,5
89230,1569,17,104,7
41935,2178,467,25,8
59626,2162,198,116,5
48755,849,351,22,2
85470,892,539,14,10
79670,1966,55,28,1
59273,2818,237,90,10
94321,2490,79,29,4
91102,2964,233,59,8
128,312,262,35,5
42508,2140,528,100,8
33913,2264,159,44,5
93863,740,633,9,8
56933,3039,176,12,9
82731,3420,245,52,10
41772,1784,262,36,2
47073,995,242,20,9
87751,1539,430,94,2
93557,148,323,62,6
76086,2092,124,45,2
71766,3900,71,89,4
57394,1323,82,62,5
69815,2292,341,24,9
31105,1888,577,45,8
39675,387,513,118,4
89545,2599,73,82,5
33001,2895,596,19,5
49589,2429,301,45,5
83134,2760,305,57,7
30900,847,233,58,3
24639,3584,406,77,10
5672,810,240,96,6
99042,3998,90,66,3
60612,320,296,65,4
29633,1886,386,41,2
98221,1687,404,90,6
43338,2454,202,45,9
88470,3205,190,90,5
36337,1177,421,5,1
97725,2770,382,6,8
43552,575,318,5,1
58482,3666,606,61,10
9643,2008,467,82,5
39234,3365,183,29,7
24188,1131,32,84,10
57147,3441,63,16,9
90142,549,499,69,7
28950,3919,220,70,10
41213,1106,326,80,9
70485,2234,100,28,3
11394,3240,615,6,10
71336,1186,348,96,8
9061,1604,156,121,2
75068,1942,524,57,8
91057,3497,438,35,8
17307,453,96,27,2
40864,3694,584,76,4
11963,1351,586,77,5
39735,1836,255,97,9
11496,2785,185,18,4
99266,1541,539,95,1
13381,3549,448,94,5
28860,59,441,103,10
84150,2175,409,100,6
42352,3432,644,25,10
55523,1068,166,29,10
74106,3095,39,98,8
39007,1293,290,39,5
34102,2192,638,54,3
49053,2956,228,72,5
96780,586,56,39,7
31284,2759,299,109,9
88687,685,13,35,1
27429,169,639,113,3
54219,2822,351,15,1
44912,145,450,107,10
8236,3909,184,84,9
63563,569,216,112,2
80848,1880,433,31,3
45776,3155,134,77,3
11646,3198,71,63,3
78047,2877,458,104,4
41877,3527,175,79,10
90159,2302,366,111,8
28904,2097,342,34,6
66981,3299,3,16,3
77332,1075,615,100,6
55116,3868,371,105,10
78687,2684,81,55,4
54692,2728,559,74,4
94036,2562,30,73,4
52864,3661,234,78,5
80064,2277,66,107,7
81428,3954,471,107,8
42619,2779,395,81,8
29047,3512,340,1,10
12357,3677,355,17,8
58753,3967,609,110,8
41507,3836,398,9,3
31529,3032,81,113,8
63487,2320,415,102,10
68780,2135,103,110,5
35855,2933,512,74,4
40761,3076,233,3,4
11885,3772,517,109,9
47813,441,617,114,5
72058,3433,151,1,5
88826,697,204,65,9
51701,89,148,38,4
72924,1636,448,69,3
26796,55,190,77,7
52637,1642,264,64,5
46578,3614,370,4,3
13943,3827,511,37,1
11000,902,56,15,2
38835,385,483,90,2
57431,3732,360,33,10
30504,2622,309,106,3
11583,704,193,46,1
58172,2644,223,115,3
57564,3600,371,120,5
19857,719,537,115,9
40818,3012,636,120,2
42099,1538,531,97,3
18372,3567,185,85,6
16944,36,347,121,1
25562,3158,329,115,7
7828,1922,487,60,10
22992,2196,273,55,4
31245,2339,610,4,8
70379,3921,22,120,6
27824,1772,391,18,8
95009,2320,219,17,1
85164,3902,168,113,5
10653,3413,407,19,6
66758,828,327,34,10
23761,1104,205,118,10
57063,1988,371,110,8
2685,1476,397,115,2
42874,2152,635,114,4
82675,2622,108,94,10
54433,3257,337,60,1
77565,800,361,15,10
48902,3231,115,115,9
58037,3475,310,43,7
54262,748,563,12,7
36197,3655,272,11,4
28603,3475,523,60,10
79255,96,4,31,2
19689,1733,638,71,6
94697,1590,27,3,9
37265,2617,40,52,6
4529,59,354,108,8
90173,2081,394,32,3
874,2997,279,45,3
51968,2140,418,66,2
56201,3707,367,51,5
77032,3217,241,106,8
80209,1447,451,49,3
81786,3580,43,11,8
18183,1076,271,74,2
66842,3795,587,73,9
48633,2808,190,20,8
82362,1078,635,65,5
383,770,50,20,7
81918,1349,588,74,8
20302,3145,169,27,4
62033,1416,169,102,4
19171,2556,212,102,7
11008,682,598,120,4
9883,2281,433,56,10
46769,184,351,75,1
69537,396,437,6,4
61520,872,1,22,3
41132,3330,83,104,9
72122,2234,555,69,7
27973,1849,65,24,9
9692,1879,12,39,8
31797,3909,439,98,9
74470,1,85,111,5
91404,1218,287,92,7
26968,2759,179,7,2
77810,410,634,46,8
16406,1589,564,58,4
36068,3466,408,64,3
42759,404,640,40,5
88177,779,555,2,10
89777,662,291,30,5
48496,2892,245,95,2
63941,3974,270,22,1
41717,2552,575,7,9
27869,1197,66,23,1
27185,3508,294,101,2
86323,3148,336,36,10
60780,2503,75,102,2
35412,2443,495,36,7
94315,767,615,110,10
38421,184,564,105,4
49228,2545,384,67,3
63459,2982,336,115,4
77053,3371,541,21,2
36865,3377,19,98,6
81675,1160,326,20,1
3812,388,55,78,7
30568,2698,426,105,1
66484,2943,626,25,8
65168,3817,289,56,8
51088,1318,310,83,8
57021,3333,433,58,8
70710,1287,73,88,7
11069,2518,310,32,4
583,3214,244,57,9
15047,3260,49,38,6
66785,1504,155,41,1
71942,2239,304,34,8
8007,2368,640,73,9
38039,600,527,80,9
37066,3528,216,73,6
53302,602,461,110,10
57451,2018,152,67,10
44262,2273,41,100,5
70820,1143,629,102,6
39227,2055,241,25,7
20874,469,179,58,4
16551,2585,313,89,6
42770,2694,286,5,3
27818,3117,571,84,7
15847,2873,120,116,6
23455,2693,416,36,6
12834,2122,186,11,2
53948,3942,450,60,7
10890,2807,388,34,7
16445,3592,79,98,3
95884,441,462,45,8
88460,2417,515,60,9
8182,937,175,116,8
44273,3265,625,93,10
6032,1625,455,50,7
55641,1810,316,27,3
59080,3734,531,69,4
10093,2526,322,108,7
27264,660,143,56,7
2461,188,219,26,8
69299,3500,488,116,5
31189,2804,204,115,8
85475,1125,208,47,10
72768,1182,67,78,3
44502,2893,204,14,4
96227,3813,558,16,5
99412,3344,610,47,1
73822,3429,477,75,10
34039,2473,553,54,8
66361,2302,24,91,3
65931,2278,50,93,1
2755,3319,499,119,6
37938,1689,408,30,10
73461,2595,507,112,1
71256,1366,242,24,5
34894,3086,85,112,1
68002,972,83,17,6
46741,1069,332,56,7
24083,761,209,101,3
67571,895,305,67,1
41944,1392,66,108,10
30795,890,519,60,7
65310,2139,365,49,1
85287,2815,625,36,2
10358,2479,249,40,4
77739,2009,418,94,4
62422,222,633,55,9
20549,1688,33,41,9
3290,2376,539,119,3
49098,2965,214,44,1
86559,356,539,19,10
32298,1020,585,60,6
56017,1089,419,102,7
95368,3279,483,68,1
90326,3529,499,18,6
17414,1755,500,65,6
31228,611,458,93,2
79163,2158,561,64,5
9650,3044,630,110,8
96877,367,74,30,10
2830,1002,406,67,1
67664,1308,97,108,9
54753,3640,277,67,6
35842,2918,343,94,1
45236,2859,449,49,10
59949,690,418,96,4
2920,925,479,62,10
63625,3983,330,113,1
18193,3050,312,64,10
24692,3633,484,32,9
26150,1386,235,2,3
7373,1009,500,77,9
85602,1256,114,70,7
81510,2075,531,97,10
99161,3056,377,6,4
72102,3311,65,56,10
75261,1751,641,23,9
41254,2288,113,25,3
49605,1294,347,58,10
79010,538,178,115,6
10057,3320,621,41,3
188,223,199,34,4
21256,1992,552,18,3
54943,2524,303,100,3
73190,2797,171,112,8
75141,2042,174,84,8
50745,588,596,104,7
23396,380,286,49,6
61714,1213,311,33,9
30574,3387,346,79,10
20870,3947,79,106,9
74409,805,289,107,6
8225,1084,542,34,6
87882,3450,577,11,8
64014,443,309,23,10
42020,865,345,19,4
5581,3180,351,79,3
76200,897,635,3,8
7459,3858,464,72,7
26193,1729,405,94,1
70453,3600,488,93,8
82742,2237,361,80,3
13514,2697,307,17,8
14719,3930,376,1,9
35122,3140,301,74,7
36328,3144,359,25,2
7305,3338,212,38,4
38698,1416,484,26,2
5186,2527,518,23,2
53050,229,292,96,2
146,3519,35,79,7
87486,1171,95,99,10
71105,67,563,1,9
25516,290,413,81,5
16886,3340,522,92,7
24374,2565,272,6,7
11488,3102,24,53,8
20731,1166,132,70,4
91183,585,195,2,8
49023,2451,21,75,6
84754,3642,507,56,1
98924,853,490,112,1
30291,184,212,43,9
80014,1453,390,71,3
64494,1827,598,116,4
80023,3887,368,34,10
98701,289,21,2,1
16637,3846,394,108,4
63781,1918,403,91,10
60888,3036,159,4,5
78756,267,229,75,10
78862,979,231,51,2
2520,3996,566,23,6
64698,1498,594,45,2
98545,4003,273,79,2
92243,1694,188,114,10
29757,288,61,27,3
30042,4002,54,52,3
80802,3515,642,41,3
1600,1784,125,7,10
33208,2433,141,54,5
19960,1097,184,74,6
14294,311,300,1,4
80702,1380,389,32,3
55386,1396,382,63,1
91685,2030,276,107,5
15780,564,331,88,6
91945,785,162,53,7
19615,2898,465,26,10
76638,3473,257,58,10
69783,1549,358,39,2
45453,1429,580,106,4
46026,232,582,15,3
51273,1626,574,116,7
3990,1145,22,89,10
56819,2598,409,16,6
1293,3478,442,121,10
93039,1404,314,85,8
22843,2201,621,83,7
42763,2905,82,115,7
76378,1951,188,95,6
86498,2376,588,72,4
57196,187,190,110,6
44807,1024,547,59,10
58174,529,348,4,6
87535,2061,332,55,9
1424,2487,595,76,6
22636,2432,515,35,1
50648,861,97,19,9
18276,87,491,104,2
20997,1109,443,73,4
76994,2370,511,104,9
12891,2683,369,75,5
89091,3058,74,15,2
56189,2156,64,9,9
46309,1219,541,19,6
27723,2098,540,82,2
1961,702,505,98,10
39941,3358,13,64,1
85901,3180,569,115,8
53949,3242,374,113,5
59600,595,509,44,5
75528,394,150,110,9
2301,2281,580,86,3
89003,3128,16,22,6
52079,3685,13,74,2
39500,1228,564,8,3
38342,1092,135,83,7
37244,848,130,114,10
57957,1753,295,29,6
14596,1538,624,30,7
39762,3932,194,67,5
58701,3222,317,102,2
73411,3611,164,99,4
626,1384,113,45,5
98739,2762,208,14,9
47952,1392,465,52,8
68862,2169,178,45,7
82962,1961,393,12,8
3029,2404,345,71,1
16230,39,642,98,3
41754,2488,415,101,1
55533,1328,146,22,3
80756,48,517,87,4
32838,2896,228,38,5
31684,2058,94,7,5
73200,642,542,35,5
40828,980,548,66,6
64670,1669,411,2,10
18996,3645,524,32,6
87107,761,161,46,1
47553,3611,55,68,7
5403,1426,94,14,10
13216,3527,529,24,7
32425,3362,184,71,9
41359,2815,487,77,7
760,1609,29,88,1
82753,3950,175,72,8
88564,1344,3,61,4
9938,1642,145,114,10
38468,753,166,111,6
99787,2651,187,117,4
59189,3022,434,32,4
17178,111,169,29,10
65820,2727,589,58,7
89935,3517,357,119,9
25355,2643,68,26,5
76536,2492,643,16,4
32625,1805,596,66,5
91496,838,115,54,3
87267,1786,75,23,3
88198,2878,141,116,6
22634,461,215,85,10
63317,1758,86,60,5
98087,2611,200,96,7
8256,2670,191,104,1
33186,3786,26,103,1
40262,1700,537,16,7
32295,2278,565,57,9
5724,3204,138,120,9
6017,1537,319,73,2
77451,3609,517,8,7
67969,2547,548,44,1
4483,1692,322,64,10
11738,1972,453,25,9
794,3786,53,21,9
94875,3808,129,120,9
96257,2867,543,40,9
92993,2371,351,27,8
92066,2257,210,107,9
57316,283,233,43,10
70420,748,257,59,7
46774,1526,439,18,8
82497,2294,539,38,1
4295,611,230,12,8
2599,3486,559,90,2
74946,3660,537,53,9
3304,314,454,116,5
62640,1505,330,103,6
4831,1727,55,20,3
48178,212,506,91,5
21544,1659,94,43,1
40312,1782,588,61,7
87614,365,228,19,10
27763,391,121,113,3
21044,2086,503,94,5
49277,2271,268,69,8
7484,2919,42,56,10
73251,2732,254,9,9
48529,2777,168,74,10
43773,3548,641,41,9
44868,2190,64,12,4
45285,2804,8,38,8
88830,3761,64,46,6
82514,181,171,34,1
91848,2493,524,106,4
5269,3164,30,92,1
34774,1858,552,72,8
62975,3668,447,70,5
90549,2411,572,115,3
35154,1044,552,108,10
3749,2408,171,64,2
36965,3013,20,77,10
85736,3371,554,110,2
69599,3987,551,64,1
15485,2672,629,64,9
72863,2016,337,107,1
44898,270,138,58,5
34820,3419,366,113,4
44380,3126,343,100,4
84043,1934,590,91,1
65968,1470,385,95,1
19851,253,469,31,6
12066,1992,366,66,8
27573,2843,544,16,6
58836,3276,528,116,9
50990,2140,312,18,3
22064,2228,97,32,3
91619,1968,432,60,8
56896,2002,618,94,4
43296,1934,311,119,9
50028,674,260,34,3
68401,3307,475,27,3
85561,3894,150,25,5
39559,396,285,39,5
12033,3044,588,3,3
62865,1985,177,80,10
25560,2754,20,79,4
35784,2758,628,3,10
45563,1402,253,68,8
85722,197,292,64,10
88476,4008,353,2,8
67602,3587,94,52,4
15883,2955,65,24,9
83721,3610,142,51,7
29500,3475,110,9,1
80071,2906,379,21,7
73590,1251,241,11,1
18270,2703,360,109,3
28056,753,605,20,5
67563,1306,69,94,2
1547,192,274,106,8
31827,3451,174,13,5
31926,3971,390,91,10
17273,1597,24,92,3
30868,1094,329,120,10
74948,2898,407,28,3
89787,1402,114,46,2
8577,2301,483,64,10
14828,445,85,80,5
87236,2787,102,77,6
41488,217,306,78,4
26168,98,277,21,1
74094,3492,536,88,6
5872,1863,206,34,9
855,3389,317,33,9
98499,95,364,119,2
90462,3317,403,55,5
1091,2558,513,113,10
19469,814,171,67,4
97625,2707,361,84,1
58943,4013,225,6,3
11665,3411,113,109,5
22355,563,545,98,4
27223,1236,196,102,8
88135,1410,270,31,2
63091,3708,121,76,3
81394,1967,229,4,2
92324,901,414,8,9
50447,1971,359,44,4
29914,3153,591,64,10
61281,1639,213,117,6
99665,428,312,92,1
28099,2030,585,81,9
14940,494,233,12,6
53578,237,147,79,6
44810,1058,612,70,8
66048,2075,472,98,6
34817,3098,416,112,5
54352,2372,24,111,3
57429,1311,79,33,7
36373,860,561,44,1
48324,3830,392,1,5
75215,3268,535,35,1
6810,2763,182,102,9
44949,329,282,65,4
61254,3865,609,90,5
93743,2378,547,1,8
92976,2432,206,94,1
96940,2104,487,54,9
49150,3518,292,113,3
87237,535,446,105,1
13265,706,458,96,7
97617,815,266,29,4
91086,2815,194,98,3
56719,104,456,9,10
46520,427,248,26,10
84849,3165,532,115,4
45066,921,32,46,4
4804,60,517,11,7
18147,1276,92,91,8
15677,1087,132,56,10
87110,3010,464,6,3
85704,2559,286,42,10
32147,1214,385,9,9
78300,438,304,67,1
46013,3336,546,96,4
40539,859,568,53,3
60024,1698,54,11,10
38982,2916,513,10,4
84841,3846,120,9,1
62595,1592,537,73,6
76091,2296,283,96,10
29887,334,59,95,9
54501,40,150,26,4
43781,3752,205,52,1
51741,3805,294,92,7
73607,970,535,32,5
56372,2133,503,109,1
95320,3273,297,21,8
67093,2219,189,115,10
41393,214,536,73,10
37307,2247,275,77,5
10156,1096,346,89,7
88409,3382,342,85,9
67948,2066,195,99,6
60492,446,28,77,6
6900,3295,68,103,7
16789,3771,125,40,5
59862,601,225,78,4
56145,1900,543,103,5
85093,3326,123,92,10
263,869,627,67,5
79637,2719,211,18,6
79578,2966,380,33,8
97861,1735,380,19,1
34623,1622,605,44,7
75186,2462,328,105,3
12282,3676,88,109,5
70418,115,383,25,3
78772,1328,560,89,9
98422,2926,312,11,10
81028,3651,329,22,8
79749,2245,267,28,3
55977,2793,152,118,9
10594,3193,508,107,6
95685,3551,189,55,2
54010,3891,549,92,10
68600,3104,590,100,3
1881,3707,13,24,6
26235,2776,125,20,1
58248,2030,578,78,7
49459,3151,99,87,8
41921,2867,78,104,5
67857,2608,21,116,1
17482,3578,245,65,8
41869,1410,209,65,6
60324,1495,571,90,4
23720,2036,430,23,3
68286,2539,234,63,5
64513,2658,51,51,10
66440,1606,23,91,10
44082,1296,123,27,7
54258,1164,14,42,8
20552,1282,579,31,5
44038,3329,606,92,2
77195,1198,380,41,6
7535,259,331,107,1
92855,2065,310,48,7
72568,1346,24,53,10
34903,2524,430,77,4
